Hospital,Billing Amount
"Hughes, and Quinn Vazquez",15873.962587527836
Jenkins PLC,15873.71838579605
Carlson-Perry,15870.734461152926
"Silva Williams and Hull,",15870.166783026478
"and Day Herman Wiley,",15867.168215068566
Hernandez-Valenzuela,15867.098475222196
Kidd-Hernandez,15866.88097088027
"Miller Avila, and Rodriguez",15866.25687239449
Copeland Group,15865.033597280904
"Blackwell, Wilkinson and Cummings",15860.632509296
Burch-Hernandez,15860.360928515727
Vasquez Ltd,15860.161805311243
"Kelly Love and Gutierrez,",15858.311272257317
"Simon, Gardner and Hayes",15856.738383632548
"Nguyen Smith, Anderson and",15854.448798833128
Edwards-Skinner,15854.216755140424
"Miller and Williams, Pierce",15853.682916459771
Sons Vargas and,15851.87571093922
"and Smith Fritz, Duncan",15851.75273488568
Holmes-Johnson,15851.27449446547
Sullivan and Sons,15850.953666718498
Griffith-Jones,15850.916730497536
Wagner-Dixon,15850.717653238782
"Jones, Valentine Pacheco and",15850.205242730506
"Boyd, and Brown Guerrero",15849.6727365521
Ortega-Alexander,15849.551028035612
Black-Sandoval,15845.313207601808
Guzman-Griffin,15845.207489975004
"Miller, Reynolds Jennings and",15844.403917280191
"and Lewis Blanchard, Mendoza",15843.401757334606
Woods LLC,15841.70347738695
Obrien-Bowman,15841.564920653927
"Bullock, Roberts Hayes and",15841.458882181012
Vasquez-Walker,15836.547429908169
"Davis, Baker and Moon",15834.180790550676
Leblanc-Ford,15833.96334791346
Ltd Braun,15832.687557181376
"and Johns Spencer, George",15832.564741401637
"Padilla Jones and Harper,",15830.987626280368
Becker-Hensley,15829.948708270944
Barron Group,15827.903454640797
"Brown Solomon and Spears,",15827.221120385544
Sawyer-Berry,15826.840528693076
Thompson-Olson,15826.785903977185
"Williams Reed, and Smith",15826.138504553506
"and Ramos Brown Edwards,",15826.10127625393
"Bond Oliver, and Heath",15824.1321778962
"Sanchez, Day Hughes and",15823.89796800913
Jacobson-Salazar,15820.334361147705
"Jackson, Griffith and Conner",15819.884422136409
Sandoval-Khan,15816.717747375264
White-Decker,15816.017646513665
Mccormick-Snyder,15815.866571268873
Barr Inc,15809.498085478916
Campos Group,15808.733066101397
Crawford-Pennington,15808.504323597466
"White Contreras and Gillespie,",15806.139068887584
"Martinez Gomez, and West",15803.421131314908
Rollins-Mcguire,15802.1046968179
Levy-Robertson,15801.916105240158
"and Vargas Sampson Young,",15801.691418973578
"Stevens, and Williams Valdez",15800.962107156176
Norton-Johnson,15799.45064307373
Cruz-Hamilton,15784.912231859358
Phelps-Jones,15783.31589284364
"and Ward Hensley Mcmillan,",15782.649405138489
Brown-Blair,15782.13607419944
"and Flores Ward, Smith",15781.63746623954
"Dyer Smith, and Lin",15780.378581978372
Pena-Williams,15777.26846768396
Duarte LLC,15775.972379617631
Frank-Reyes,15775.145106193811
"Morris, Johnson and Soto",15774.781351578711
Benjamin-Patel,15774.562339750157
Collins-Booth,15772.484755223484
"Little Robinson and Parker,",15771.94976641598
"Melendez and Gray Williams,",15765.860148468142
Melendez-Garcia,15764.716036411432
"and Reese Hunt, Reeves",15763.620245952869
"Conner Meyer Riley, and",15761.844549819916
"Cook Griffin Price, and",15761.717692292556
Foster-Whitehead,15760.031398078852
"and Davis Williams, Hill",15759.39885762051
"Salazar and Edwards, Singh",15756.1048261648
Thomas-Long,15754.849403262131
Cordova-Ochoa,15753.724764122037
"and Barnett Bradley, Henderson",15752.373896987823
Long-Barnes,15747.998765577158
Pacheco-Estrada,15745.815135620907
"Willis and Anderson, Perez",15745.802701899853
Ruiz-Alvarado,15744.807766680846
Chen-Sherman,15744.338154207851
"Diaz Richards and Griffin,",15744.30081257106
Chung-Garcia,15741.017349272212
Shelton-Yang,15739.883171467249
Sons Allen and,15738.080113108505
"and Vazquez Tyler, Quinn",15736.771793001208
Gonzales-Haley,15733.375529318851
"Hall, and Miller Gardner",15733.119446154104
Brooks-Dougherty,15731.556738378124
Wolfe-Livingston,15728.861623432656
Herrera-Myers,15722.948119667595
"Clark Blair, and Miller",15722.522027310568
"Gray, Sanchez Perez and",15722.19793672644
Burns-Mays,15720.157533920205
"Wilson, and Ruiz Murphy",15719.764366656687
Sons Lowe and,15719.33235015866
"and King Jordan Johnson,",15715.551078634571
Clark-Montoya,15715.478662570353
"Christian Mcdonald, and Mills",15714.125761322011
Jackson-Curry,15709.718696602147
Lewis-Turner,15709.689378909114
"Holland Miranda, Medina and",15706.339786334374
Bridges Inc,15704.08921821339
"Brown, Cortez and Brock",15700.680571899382
Cline-Santiago,15699.88767463996
"Harris and Owens Long,",15697.37285104993
Hebert-Evans,15696.923834373589
Adkins-Carter,15695.385216496925
LLC Reese,15694.52154293576
"and Watson, Allen Bentley",15693.232366091404
Padilla-Barnes,15692.30265428184
"and Sparks, Simmons Miles",15691.970249301545
"Carter Lowe Benitez, and",15689.897793599714
Singh-Turner,15688.36399396238
"and Bailey Garcia Spencer,",15686.429071121906
"and Lewis Stanton, Peters",15683.661596131624
Foster-Moore,15682.75475438402
Thomas-Lawrence,15681.643633718157
"Miller, Haney and Park",15681.163024240255
"Martinez and Reed Odonnell,",15681.135954376332
Rowe-Harrison,15680.313460753918
Benson-Flores,15678.772098358004
Wilson-Spencer,15678.172851947777
"Riley Jenkins, and Gonzalez",15678.083119964844
Stokes-Martin,15676.793190629423
"Gutierrez, Martinez and Johnson",15675.033427806897
"Morton, Lee and Hernandez",15672.643234769692
Tyler-Gonzalez,15670.575716444704
"and Smith, Walker Hernandez",15668.275594298677
"Chen Soto and Sullivan,",15664.347425540713
"Harris, and Lane Wagner",15660.781979012638
and Moody Sons,15659.45866733158
Thomas-Ballard,15654.830586632885
"and Nichols, Henry Clark",15652.23298482317
"Blackburn Weber and Carr,",15651.25657795227
Group Pittman,15650.83731022911
Davis-Robinson,15649.64502082094
Valdez-Dunlap,15649.446477124971
Smith-Archer,15649.162324639396
"Murray, Gilbert and Crawford",15648.78727636144
Flynn Inc,15648.366937666317
"Lopez Francis and Gordon,",15647.800922044664
"Garcia Miller, Edwards and",15646.93584307503
Kramer-Carroll,15646.529028570532
"Baker and Barber Baxter,",15645.72078278906
"Brown Hunt Lowe, and",15645.698751945674
"and Bryan Davis Vasquez,",15643.92872099977
PLC Velazquez,15641.64231783429
"Green, Jacobs Hopkins and",15640.709020672231
"Fischer Williams, and Conner",15636.277517819664
"and Lynn Hicks Hayes,",15635.244870460829
Ltd Andrade,15633.976275316754
Taylor-Mccoy,15633.650374900972
"Maldonado and Obrien Miller,",15633.180260936557
Woodard-Baird,15631.566130227173
"Santos, Ortiz and Castaneda",15630.690116050298
Hardy-Jones,15628.228873146882
Jacobs-Brooks,15627.3917210673
Lucas-Stewart,15626.57103402674
Martin-Grant,15622.860194154926
"and Campbell Kelly, Cooley",15619.941891171997
"Herrera Tyler, Owens and",15616.742906336804
"Lopez Johnson, and Hardy",15615.132102865651
Wilkins-Thomas,15615.076392457242
"and Lynch, Lewis Turner",15615.043589122382
Ramirez-Mcdaniel,15614.962931669224
Stevenson-Lawrence,15610.536342846615
"West and Patterson, Hurley",15609.853372368714
and Gross Sons,15608.987640818308
Hill-Mayo,15607.288728862508
Obrien Inc,15605.895310012957
Jacobs-Pena,15603.043999817246
"and Powell Ortega Mitchell,",15602.076686141943
"Guzman and Young Allison,",15597.953256993998
"Stevens Turner, and Smith",15597.603314675303
Donaldson-Smith,15594.593997280524
Garza-Gallagher,15593.968297845067
"Lopez Randolph, Nash and",15593.220918207904
Allison PLC,15593.004976999677
Greer-Rodriguez,15592.46452684666
"Clayton, and Wheeler Parsons",15591.691866953786
Inc Banks,15591.349098011651
Tate-Thompson,15588.992946576229
Martin-Hubbard,15588.859689278044
"and Clark Maddox Hamilton,",15586.752818646488
"King Fisher and Elliott,",15585.192904377149
Carey-Williams,15582.37041735454
Wilson-Hensley,15580.589732501014
"Edwards, Fry and Lopez",15579.669126052524
"Woods, Shelton and Vasquez",15577.548843396971
"Cochran and Rogers Brock,",15577.302409544456
Wolfe-Taylor,15577.093786856223
"Ortega Banks, Parrish and",15576.887158001591
"and Allen, Baker Castro",15575.498950692574
Hudson-Barnes,15574.76885326471
Johnson-Baker,15573.311181562374
Ellis-Beck,15572.903187094518
"and Wood, Smith Fisher",15571.97091655337
Stewart-Montoya,15571.35179417976
"Thomas, and Hatfield Wright",15571.166454122504
"Adams Lawson, and Fleming",15570.45986036493
Young-Juarez,15568.538036913991
"Smith, Jones Parsons and",15567.456324760878
Vazquez and Sons,15563.56601798877
Ferguson-Singleton,15561.38812768565
Donovan-Anderson,15561.227405665124
Harris-Melendez,15558.254003924094
Matthews-Cruz,15555.070064828244
Kennedy-Smith,15552.863112163039
"and Odonnell Williams Blake,",15552.246135560663
Ltd Jennings,15549.1991082046
Rios-Barker,15548.007919038311
"Gray Russo, Williams and",15545.069046294804
Oconnor-Lopez,15544.15457260049
"Williams and Miles, Shaw",15538.877643761782
"French Hull, Cunningham and",15538.68314117853
Colon Ltd,15538.4684596091
Shelton-Bowman,15537.986424453444
"Norton, Poole and Sanchez",15537.126048310334
Peters-Johnson,15535.266637177929
"and Evans Ryan Hull,",15534.843631196512
"and Smith Martin Yang,",15534.116078680803
Torres-Carroll,15534.01159327912
Koch-Smith,15531.811268387792
"and Smith Burton, Roberts",15530.76377464512
Ryan PLC,15529.606429657591
"and Bird Williams Williams,",15529.57239215169
"Smith and Lopez, Myers",15526.59351932036
Larsen-Vega,15526.457763307058
Coleman-Olson,15523.99545779288
Mahoney-Cooper,15522.63741263111
Strong-Hill,15521.790964890351
Walker-Alexander,15519.68752754113
"Mclaughlin Lester and Wolfe,",15519.664567846365
"Gordon, Reese Cooper and",15518.665119242178
Irwin-Kaufman,15518.457781567857
"and Perez Johnson, Alexander",15517.520964157651
Gilbert-Miller,15516.290163189922
Snyder-Thomas,15514.477640140807
"Davis, Blackwell and Valdez",15513.041342112783
Ltd Campos,15511.906671565339
"Bird Whitaker Hall, and",15509.558151207886
"Jackson, Scott and Gonzalez",15506.948997447942
"Mitchell Hansen, Bray and",15504.722230939033
Williams-Fritz,15504.10244394615
"and Scott Newman, Delacruz",15503.307146348146
Sheppard-Rivera,15501.653530600915
"and Davidson Wilcox Walter,",15501.118759762932
Moses LLC,15500.841424434411
PLC Hunt,15500.816876129713
Castillo-Flowers,15495.857310073334
Garza-Lopez,15495.351884974258
"and Watkins Estrada, Butler",15494.91879842217
"Jones Martin, Blackburn and",15492.448728735211
"Townsend Meadows and Campbell,",15489.585826715307
"and Gallegos Robertson Warner,",15488.97963413191
"Edwards and Elliott Hernandez,",15487.789647383785
Banks-Anderson,15486.577657974303
"Sullivan, Rodriguez and Richardson",15484.071748911
"and Peters Nguyen, Lewis",15484.022223723914
Walton-Buck,15483.689449169236
"Small, Anderson Phillips and",15481.624879542827
Richardson-Harrison,15480.113767516934
"Little and Torres, Jones",15479.26590203536
Mccarty-Martin,15477.450260383082
Sons Tate and,15475.7463110939
Joseph-Brown,15471.92465854919
"Mccann Graves and Sutton,",15470.043266188415
"Ortiz, Williams Heath and",15467.615989490472
Swanson-Lozano,15465.675736216788
"and Scott Lambert, Brown",15464.508860835787
"and Jones, Tran Schultz",15464.013668591691
Patton-Miller,15463.879422914486
"and Rogers, Ryan Benton",15462.667946570284
"Tucker Harris, Kennedy and",15462.31863717411
Bullock-Pierce,15462.254989066714
"Simon and Boyd, Figueroa",15459.430333395305
"Robinson, and Gregory Tucker",15459.388862963337
Vang-Young,15459.353825217762
Ltd Brooks,15458.664550915984
"Wheeler Cox Davis, and",15454.21151430868
Sons and Frost,15453.110433506492
Woods-Nelson,15451.329531684149
"Gonzalez Roman, Orozco and",15451.08367907522
"Baker, Davis Hill and",15449.063973707853
Vargas-Reeves,15446.30514921983
"Vega Morales Sanchez, and",15446.26084021297
"and Reyes, Williams Soto",15445.803752519032
Stevenson-Wong,15442.226872963643
Franklin-Brown,15440.993489075265
Sons and Romero,15439.019171135402
Hayden Group,15438.499520129228
Boyd-Higgins,15437.99378750071
"Roth, Davidson and Hammond",15437.09783650006
Horne Ltd,15433.387831575948
"Finley Long and Juarez,",15431.708873380469
Paul-Mason,15429.450721744575
Bell-Hughes,15429.1014189787
Ltd Meyers,15426.328337391613
Gomez-Welch,15423.092307191571
Mcclain Sons and,15423.082008693758
Roberson-Best,15420.988679079352
Inc Paul,15418.97006381092
Group David,15417.814876951468
Evans-Contreras,15417.68278938105
Morgan-Allen,15414.250863159836
Mccormick-Barnes,15413.6682518495
Richardson-Rodriguez,15411.479541332254
Martin-Webb,15410.83862738653
"and Stone, Moore Fisher",15409.372441458623
"Harper Miller and Hernandez,",15405.38600192653
Chase-Lee,15404.664787278198
Hayes-James,15403.413469366764
Harper-Sandoval,15403.379880947705
Wilson-Hall,15401.359986198151
"Campbell and Dalton, Johnson",15399.902595856196
Stewart-Gutierrez,15399.343602958468
"Carroll Flores, and Barber",15398.320506040469
"Stokes Ward, Leonard and",15393.614978045
Jackson-Carter,15392.224609213912
"and Hubbard Bell Sanchez,",15392.075044508036
Bolton-Rivera,15391.751179640862
"and Lewis, Booth Burke",15391.715394757612
"Mendoza and Carey Martinez,",15390.779810732434
Petty-Nicholson,15387.009427702917
"and Wang Pruitt Kelley,",15386.666899083086
"Jones Ochoa, and Cook",15385.88696073198
Ellis-Lopez,15384.675294478197
Burgess Inc,15383.795161302098
Rodriguez-Cortez,15383.74764391171
Simpson-Martinez,15383.270142129695
"Livingston Vaughn, Lynch and",15382.91202146416
Group Mclean,15379.54925865787
"and Moore, Price White",15378.362702353556
Grant LLC,15378.233828518823
Trujillo-Holt,15376.90055543272
"Deleon, and Estes Chavez",15374.3073406146
LLC Jordan,15373.987408576975
"Walker, and Payne Taylor",15373.955469842527
"Wallace, and Lopez Villanueva",15373.065739190455
"Bates Raymond Robinson, and",15370.855913396112
"Gates, Jenkins Johnston and",15368.751217935886
Hudson-Carter,15368.06497835793
Craig-Garcia,15367.411315522832
Harrington-Marshall,15364.484785297807
Hall-Vargas,15364.230877188127
"Diaz Jones Perry, and",15362.654929658003
"Huang Greene Myers, and",15362.633164387704
Smith-Keller,15359.852626920068
Williams-Stone,15357.208319780011
Inc Church,15356.43339050222
Long-Leonard,15353.713215255331
"and Frank, Williamson Kirby",15352.799124632142
"and Myers Collins, Griffin",15352.188321985785
Fisher-Dunlap,15351.773814022805
Martinez-Hayes,15351.378793457205
"Smith, and Simmons Schwartz",15351.185752322926
"Serrano and Jackson, Dunn",15350.132899555823
Snyder-Gutierrez,15346.206063684687
"Hahn Simpson, Young and",15345.550016698464
"Johnson Leach and Lee,",15344.253782599044
Williams-Jimenez,15343.254324461186
Willis-Mcgee,15343.042766926075
Marshall-Tapia,15340.954778185263
"Garcia Johnson, and Cordova",15339.992943167954
"Tran Williams Morgan, and",15337.929476178831
White-Alvarez,15335.843258840789
"and Walker Brown Lee,",15335.745275999898
"and Robinson, Harmon Carpenter",15334.45704113235
Elliott Group,15331.664244427911
"and Gonzalez, James Kelly",15328.96044599946
"Gonzalez, James and Davis",15326.607878682373
"Martinez Molina, Thornton and",15325.376192556098
Gomez-Espinoza,15322.53100370955
Vaughn-Santos,15318.212479501384
"Padilla, and Carroll Zavala",15317.82353960873
Watts Inc,15316.514578094317
"and Wilson, Allen Rodriguez",15316.394719071604
Douglas-James,15314.38617471711
"Flores Hanson and Bryan,",15313.43747253537
"and Meyer Lewis Davis,",15307.671219386792
PLC Odonnell,15306.785836172394
Choi-Brown,15304.848440394206
"Dillon Nichols, Kane and",15300.911356542676
Inc Levy,15300.13402742223
"Russo, Allen Maldonado and",15296.59411833937
"Fisher, Morgan and Jackson",15296.183353616274
"Garrett Cortez, and Price",15294.204387634698
"Ware, Johnson Jimenez and",15293.85174265987
Waller-Rivera,15293.34820907231
"Sullivan Tran and Matthews,",15293.100012382112
Group Franco,15292.5350688873
"and Jensen Harrison Ross,",15291.721327420744
Barnett PLC,15291.226692272005
Inc Salazar,15290.348658919282
"Clark, and Cobb Parsons",15289.194743676187
"Griffin Downs, and Collins",15288.875779206684
Moody-Simmons,15283.626630642451
Osborne-Rogers,15280.603953816975
"Sanders Burton and Stewart,",15278.625236241942
Foster-Davis,15272.882061434577
"Davis and Roberts Jensen,",15271.108158323224
Clements-Johnson,15270.506006214257
"Bradley, and Patel Soto",15269.285426626046
Perkins-Jones,15269.19526129975
"Brooks, Mccormick and Richards",15268.359168019197
"Richard, and Bradshaw Campbell",15267.924991461536
"Delgado, and Mcdonald Berry",15267.301126506309
"Jones, Wilson and Bradshaw",15265.76234202801
Wilson-Bryant,15265.377248814391
Sanders-Ho,15261.143897172617
Garrett and Sons,15256.476693143166
"and Mcdaniel, Levy Webb",15254.97051757003
Valencia-Lee,15252.56543888882
"Salas Daniel, and Alexander",15251.82418264456
"and Huber, Foster Hutchinson",15248.972404310289
"Stevens, Butler Stephens and",15247.971631402306
"Rivas Martin and Farmer,",15246.986801247233
"Scott Smith Ross, and",15246.231296492584
"and Blevins Graham Wilkins,",15245.726684231558
"Flores Barnett Greene, and",15245.157331920014
"Taylor, Walker and West",15242.985825703912
Lee-Wilson,15241.314148391968
Miller-Chan,15241.277024419214
Sons Mayer and,15241.156615703258
Gibbs-Smith,15240.872969541411
"Cortez and Best Rivera,",15240.255502146025
Gentry-Martin,15238.0115362776
Blankenship-Lozano,15236.260668406574
"Phillips Garcia and Jimenez,",15235.707230524053
Ltd Cisneros,15234.730494121864
LLC Ferguson,15231.10606308114
Jones-Mendez,15230.386804630618
"Parker and Walter Cook,",15229.69207657348
Sons and Howe,15229.51399776156
Torres-Lutz,15228.857668210578
"Mendoza and Mckinney, Bruce",15228.814970128977
Lambert-Thomas,15228.01320958693
"Ayala, Snyder and Rivera",15227.872617634455
Welch-Gonzales,15225.891846344286
Parker-Taylor,15224.979564501396
"Kent Orozco, Young and",15222.739496718994
"Stone and Johnson, Scott",15222.286426796378
Harding-Fisher,15220.723594082752
"Wallace and Stevens, Greene",15218.445654774772
"Monroe Jones and Baker,",15215.800140800851
Ellis-Farmer,15215.515301216605
"and Walker Martin, Hood",15213.01263469004
Group Wade,15212.944401240537
"and Watts Terry, Fields",15212.258641112165
"Cooper Hendricks Walker, and",15211.5649617836
"and Winters Sawyer, Williams",15210.483278890886
"and Morgan Jones, Matthews",15207.54726194429
"and Spencer Beck Decker,",15206.904101485952
"Scott, Crawford and Barron",15206.294927120658
"Jimenez Washington, Perkins and",15204.179528343053
Delgado-Daniel,15203.417045113
Edwards-Wood,15203.37437508984
"Miller and Wright Ellis,",15200.706423918078
Stewart-Warner,15200.61751430407
Doyle-Friedman,15200.56003718261
Hodge-Harris,15198.89653893247
Hunt-Brooks,15196.536987607786
Sparks Ltd,15195.84907653096
"Smith Escobar, and Curtis",15194.0825071792
"Klein Johnson and Lopez,",15192.48956727786
Bridges-Phillips,15188.14169880666
Carey-Jackson,15187.45035751378
"Parker Duncan, Davis and",15186.069544040492
Wyatt-Roberts,15181.15464757334
Boone-Graham,15181.070326097615
Park-Summers,15180.575504437404
"Mendez and Rodriguez Thomas,",15173.240880585385
Miller-Wilson,15170.336972005152
Group Mckay,15167.444801947437
Group Payne,15167.045204880138
Jackson-Mckinney,15165.13022108661
"Fowler, and Joyce Thomas",15164.822835806275
and Sons Ortega,15163.522146193043
"Torres Montgomery and Torres,",15160.732542987558
"Davidson, and Powers Bradshaw",15160.346089002516
"Sanchez Long, Bradley and",15160.270945126826
Sons and Lewis,15157.877025097485
Miller-May,15157.475465176843
Gray-Smith,15155.987562091685
Group Frank,15153.005479101756
Campbell-Miranda,15152.4077278976
Boyer-Foster,15150.452894339178
"Valenzuela Stone, Luna and",15149.660858951542
Reed-Clark,15142.430787437135
Holland-Richardson,15142.042817226757
Guzman-Buckley,15141.433752729812
"Little and Lee Perez,",15139.523528418082
Richardson-Rangel,15138.062174560118
"Santos Yu and Kirk,",15135.749218470624
Walter-Kennedy,15135.591066607249
Dixon-Salas,15135.491370247282
"Johnson Kelley, Williams and",15134.157763393048
Gomez-Gibson,15133.22925707651
"Garcia Wu, and Hudson",15133.213111191471
Group Calderon,15132.855210143507
Hunter-Harvey,15132.234784251266
"Robinson, Hamilton and Lucas",15131.122722537186
Bonilla-Morales,15130.279036115737
"and Williams, Martinez Chambers",15129.544431687204
Andersen LLC,15129.250956188303
Wright-Carroll,15127.942056839684
"Lynch and Reilly, Holland",15121.918132023124
"and Morales Castillo, Gonzalez",15121.27719639748
Washington-Espinoza,15121.249866259845
"and Grant Moses, Carpenter",15119.415600921036
"Smith, Williams Wilkins and",15118.946441028484
Moody-White,15118.772607988558
Ochoa-Elliott,15116.844897803192
Conrad-Best,15113.375889083967
Gray-Sims,15111.90025743933
Sandoval-Perry,15111.54122528277
"Patrick, Petty and Sullivan",15109.149570722922
"Garza, Morton Freeman and",15107.748803971284
Ford-Werner,15106.923707707938
Group Durham,15104.107107376409
Jackson-Brennan,15102.955438436247
"Villarreal, Carter Becker and",15102.27877629066
Turner-Watts,15100.596635603217
"Stone and Walton, Nichols",15099.469240582874
King-Russell,15099.428618491236
"and Hernandez Jones Hubbard,",15099.089184162567
"Day and Whitaker Collier,",15097.232744699411
and Giles Sons,15096.596342096978
Rojas-Hernandez,15095.802847116702
Lowe-Sanchez,15094.062265867176
"Williams, Floyd and Smith",15092.23683073182
"Medina, and Allen Wilkins",15092.07510215156
Reed-Schmidt,15091.25758918627
"and Harper Rivera Hays,",15088.81045850212
"Fuller, Campbell Yang and",15087.407129090978
"Williamson Brown, and Smith",15087.331129331633
"Jenkins, Mathews and Ho",15086.158780027328
Hays-Peters,15085.701371094063
Spencer-Nelson,15082.691860574896
Mason-Washington,15079.044756793632
Morgan-Bell,15077.89519271646
"and Ramos Beck Solomon,",15077.490425855693
Bautista-Moore,15077.325567304844
"Patterson Shaw and Grant,",15077.025389866569
"Fisher, and Smith Santos",15076.74766535952
"David, Cunningham and Shaffer",15076.564342249174
"and Lopez Tyler Vasquez,",15069.379244985812
Sons and Hensley,15068.114085442065
Thomas-Bartlett,15066.49748828188
Saunders LLC,15064.19265253184
"and Wu, Johns Elliott",15064.146224113942
Daniels-Pham,15063.831490629726
Stevenson-Gonzales,15062.586884555476
"Patterson Warren, and Gonzalez",15059.105252685838
"and Keller Rodriguez, Thomas",15058.84038267348
"and Hayes Jones Stone,",15056.06388452391
Hubbard-Shaw,15055.252419589153
"Fry and Drake, Schwartz",15053.64634031889
Hodges-Wall,15053.18940506238
Carroll PLC,15049.947620985113
Sanders-Taylor,15049.628467820312
Allison-Walters,15048.827858026134
"Curry Smith, and Bryant",15047.458570018847
Waters-Chapman,15046.740223640638
Sons and Trevino,15046.006179545322
"Moore Cisneros Clark, and",15042.60853488169
"Hill and Garcia, Rodriguez",15042.482548776195
Rodriguez-Casey,15041.228090543857
"Hughes Kim and Quinn,",15040.650505664406
Potter LLC,15040.184799316345
Wilson-Haynes,15040.03215256025
Parker-Wolfe,15037.29952950379
"and Galvan, Villa Decker",15035.768097539742
Conner Group,15035.272369455362
Obrien-Ruiz,15035.038312751993
Gonzalez-Johnson,15034.896835570302
Burch-Ali,15031.426156933638
Group Hampton,15031.35932541694
Keller-Le,15029.261178841398
Sherman-Moore,15024.430228329522
Brock-Kim,15023.743196774922
Jordan-Combs,15023.72516833882
"Allen, Turner and Allen",15023.330023686907
"Fisher, and Ellis Clark",15017.969103210951
Gay-Jefferson,15015.726500193625
"Hogan, and Wheeler Ray",15013.96102114035
"Hayes Lane Flores, and",15010.35189576658
Martin-Foster,15009.780407174756
"Lowe, Knox Patton and",15004.971302363394
"and Stephens Kelly, Meyer",15004.17412215958
Howard-Green,15003.069599080292
Baker-Collins,15002.92321199768
"Becker, Snyder Buchanan and",15002.704362318837
Group Kirby,15002.46272333986
Kelly-Mercer,15000.185337027931
"Wu and Mccormick Nichols,",14997.395862140056
"Murphy and Johnson Montoya,",14990.978889180156
"Johnson, Bailey and Moreno",14990.549290793915
"Ortega and Parsons, Curtis",14988.805975342742
Grimes-Burch,14987.989628814032
"Brady, Peterson Barton and",14982.136140207213
"and Velazquez, Cunningham Brown",14981.866542362091
Elliott-James,14981.37049632613
"Lewis Bishop, and Adams",14980.579087673625
"Henry Kim, Hodge and",14979.58170771789
Dunlap Ltd,14978.472160961412
Herring-Peterson,14978.218575216451
Evans-Mitchell,14977.77927131635
Hobbs-Wu,14976.375283970196
"Smith Dunn and Rice,",14971.167268972747
"Parker and Carpenter Gomez,",14970.83863013656
Vargas-Downs,14969.454646696297
Young-Mccarthy,14969.05797084288
White-Meyer,14966.585376242292
Clark-Mitchell,14966.292568990362
Sons and Avery,14963.703872601734
Ltd Montgomery,14963.513677996702
Berg-Hanson,14962.730356105929
"Miller Barnett Everett, and",14962.554420159584
Avery-Wilson,14960.814080372407
Stewart-Whitaker,14959.121885337976
"Mullins Wallace, and Hill",14958.220505750263
"Williams Skinner Scott, and",14958.11001175492
"and Boyle Boyer Lawrence,",14957.534508542176
"Ibarra and Mitchell Wilson,",14957.435081049183
"and Ruiz Krueger, Brewer",14954.180572517003
"Garza and Johnson Gordon,",14953.952769176136
Fleming-Carney,14952.686163543223
"Parks, Aguirre and Simmons",14952.448250328383
"York, Johnson and Goodwin",14952.283524128216
"and Powell Liu Kelly,",14951.252060681902
Smith-Barnett,14950.575922689335
Sons and Cantrell,14949.437964494276
"Alvarado Richard and Brown,",14949.394660410511
"Jackson, Morrow and Lewis",14948.890571815358
"Reyes Page Thompson, and",14947.864033842015
Myers-Norton,14947.08415834398
Wade-Garcia,14941.717123947124
Howe Group,14941.06067842483
"Fletcher and Hoover Smith,",14940.40929687994
and Stein Sons,14939.021996523215
"Bell, Wright and Brown",14937.868635686946
"Thomas Mckee, Burton and",14935.47341202004
French-Marquez,14931.403286891307
"and Dickerson Terry Sandoval,",14924.228942416874
"Moore Richards, and Smith",14923.306523590143
"Perry Haynes Robinson, and",14922.559891344985
Wood-Gonzalez,14919.88355170492
"King, and Anderson Mitchell",14918.773880419863
"Hale Garner, Schultz and",14917.96281109846
English-Stout,14917.64494770211
LLC Greene,14917.466803614563
Vega-Bradshaw,14916.943817329284
Sexton-Chang,14914.560295692392
Hutchinson-Riley,14914.445872736684
"Allen and Page Graves,",14911.494399817366
"and Haley Gardner Riggs,",14911.455328015378
"Thornton, Hawkins and Castillo",14908.646170417243
"Guerrero Perez and Miller,",14908.38217090898
"Solis and Larsen Stanley,",14906.213994305866
Dixon-Herrera,14903.40508940033
"Martinez Bartlett and Fisher,",14901.737873520276
Turner-Arroyo,14900.37610994671
"Oliver Singleton Thompson, and",14899.212958701424
Rodriguez-Bond,14897.241759675024
Aguilar-Bass,14896.97500213013
Myers-Vaughn,14895.388299119651
"Smith Meyer Hernandez, and",14893.590668615152
Proctor Inc,14892.596664552775
Sons and Harding,14892.466226547118
Greene-Shields,14891.736021682016
"Anderson and Fletcher, Brown",14891.710111994384
Fisher-Rodriguez,14890.431061392588
Fuller PLC,14889.79105613604
"Lawrence, Turner Best and",14885.119713337002
Wilson-Gibson,14884.46054511864
"Lowe, Wallace and James",14881.844982077246
"Miller Perry and Simon,",14880.355591123864
"Williams and Knight Johnson,",14878.516272966272
"Jones Brown, Hernandez and",14878.224530053983
Maldonado-Davis,14878.214117480102
"Hernandez and Reid Edwards,",14877.352544587971
Ross-Jones,14876.334221096442
Richards-Clark,14875.669491906674
Sons Morse and,14871.601291172596
"Spencer Carpenter, and Thomas",14869.229956740584
"Lindsey, Schultz Peterson and",14867.800974536687
"Mcguire and Singleton, Gonzalez",14866.31536124621
"Douglas, Nguyen Lewis and",14864.880642691362
Johnson-Fischer,14860.625788185316
Inc Foley,14859.701170460108
Ltd Kirk,14858.084734659533
"Cooke, Reyes Herrera and",14856.525469206128
Butler-Underwood,14855.53295418488
